"Region","Date","Type","AveragePrice","TotalVolume","X4046","X4225","X4770","TotalBags","SmallBags","LargeBags","XLargeBags","Year"
"Los Angeles",2019-01-13,"Organic",1.53,113283.24,21363.72,24763.73,0,67155.79,67136.29,19.5,0,2019
"Sacramento",2019-01-13,"Organic",1.97,8399.56,2398.06,2747.1,0,3254.4,3254.4,0,0,2019
"San Diego",2019-01-13,"Organic",1.56,16684.57,3962.28,8401.78,0,4320.51,4320.51,0,0,2019
"San Francisco",2019-01-13,"Organic",2.5,25954.52,12137.59,9249.86,0,4567.07,4567.07,0,0,2019
"California",2019-01-20,"Conventional",1.06,7021759.49,1927707.65,2698186.8,122372.99,2273492.05,2120880.78,81374.2,71237.07,2019
"Los Angeles",2019-01-20,"Conventional",0.95,3319348.03,1134380.22,528178.34,75742.06,1581047.41,1481196.45,48784.9,51066.06,2019
"Sacramento",2019-01-20,"Conventional",1.21,552180.1,116899.83,355795.35,3241.05,76243.87,67362.46,5357,3524.41,2019
"San Diego",2019-01-20,"Conventional",1.04,579057.73,127319,209964.22,14170.28,227604.23,214813.47,12779.45,11.31,2019
"San Francisco",2019-01-20,"Conventional",1.22,1035642.15,153753.45,758217.13,10314.05,113357.52,105511.45,3894.26,3951.81,2019
"California",2019-01-20,"Organic",1.82,197455.79,38084.51,57798.73,0,101572.55,101546.09,26.46,0,2019
"Los Angeles",2019-01-20,"Organic",1.8,86816.63,13320.36,23989.88,0,49506.39,49481.62,24.77,0,2019
"Sacramento",2019-01-20,"Organic",1.75,11967.6,2609.11,3182.36,0,6176.13,6176.13,0,0,2019
"San Diego",2019-01-20,"Organic",1.8,15916.77,2710.84,8341.62,0,4864.31,4864.31,0,0,2019
"San Francisco",2019-01-20,"Organic",1.93,41968.33,13294.36,8322.63,0,20351.34,20351.34,0,0,2019
"California",2019-01-27,"Conventional",1.14,6555195.34,2073772.66,2042555.45,160456.11,2278411.12,2011721.58,109246.37,157443.17,2019
"Los Angeles",2019-01-27,"Conventional",1.06,3027709.38,991325.71,414480.15,101723.56,1520179.96,1345158.59,72044.52,102976.85,2019
"Sacramento",2019-01-27,"Conventional",1.1,557269.74,142249.12,321611.38,3598.57,89810.67,77271.06,1030.46,11509.15,2019
"San Diego",2019-01-27,"Conventional",1.14,517706.48,121772.95,161648.78,19755.93,214528.82,186497.09,28028.4,3.33,2019
"San Francisco",2019-01-27,"Conventional",1.45,933538.82,266591.99,499168.11,12395.91,155382.81,141329.55,1339.03,12714.23,2019
"California",2019-01-27,"Organic",1.79,224232.21,36924.34,62582.65,0,124725.22,124691.78,33.44,0,2019
"Los Angeles",2019-01-27,"Organic",1.76,97708.2,12613.7,26460.25,0,58634.25,58611.32,22.93,0,2019
"Sacramento",2019-01-27,"Organic",1.6,14721.08,3280.81,3739.93,0,7700.34,7700.34,0,0,2019
"San Diego",2019-01-27,"Organic",1.78,18917.13,2304.63,9498.33,0,7114.17,7108.51,5.66,0,2019
"San Francisco",2019-01-27,"Organic",1.96,46206.65,11263.61,8539,0,26404.04,26404.04,0,0,2019
"California",2019-02-03,"Conventional",0.75,11324682.73,3637842.07,3199442.43,163230.89,4324167.34,4017034.51,147926.44,159206.39,2019
"Los Angeles",2019-02-03,"Conventional",0.67,5660216.21,1968900.08,566621.18,107557.78,3017137.17,2808810.42,90924.9,117401.85,2019
"Sacramento",2019-02-03,"Conventional",0.86,770852.3,216130.48,455095.44,2816.56,96809.82,86259.46,3560.79,6989.57,2019
"San Diego",2019-02-03,"Conventional",0.76,999546.24,211831.49,205908.28,19812.75,561993.72,525409.1,36584.62,0,2019
"San Francisco",2019-02-03,"Conventional",0.9,1518151.4,413270.4,963361.41,9615.15,131904.44,118122.28,3910.31,9871.85,2019
"California",2019-02-03,"Organic",1.42,254605.34,60669.1,66833.13,0,127103.11,126915.48,187.63,0,2019
"Los Angeles",2019-02-03,"Organic",1.23,122735.73,31080.03,26503.78,0,65151.92,64967.6,184.32,0,2019
"Sacramento",2019-02-03,"Organic",1.54,13916.72,2652.93,3620.64,0,7643.15,7643.15,0,0,2019
"San Diego",2019-02-03,"Organic",1.48,21072.88,5677.8,9686.4,0,5708.68,5708.68,0,0,2019
"San Francisco",2019-02-03,"Organic",1.68,48158.25,13580,10542.3,0,24035.95,24035.95,0,0,2019
"California",2019-02-10,"Conventional",0.98,6652678.54,2122225.56,1705043.45,124317.85,2701091.68,2568939.2,77302.29,54850.19,2019
"Los Angeles",2019-02-10,"Conventional",0.85,3314020.58,1098355.76,328518.54,79468.14,1807678.14,1716869.6,48423.51,42385.03,2019
"Sacramento",2019-02-10,"Conventional",1.17,497304.97,147625.79,236976.68,2885.88,109816.62,107245.06,1185.67,1385.89,2019
"San Diego",2019-02-10,"Conventional",0.91,581878.12,140126.95,136197.55,15650.99,289902.63,268876.77,21019.19,6.67,2019
"San Francisco",2019-02-10,"Conventional",1.33,833319.15,218917.86,457590.51,10475.45,146335.33,142053.82,1466.31,2815.2,2019
"California",2019-02-10,"Organic",1.58,234327.49,52047.36,60529.59,0,121750.54,121671.23,79.31,0,2019
"Los Angeles",2019-02-10,"Organic",1.46,101309.25,26006.92,25306.39,0,49995.94,49955.43,40.51,0,2019
"Sacramento",2019-02-10,"Organic",1.58,14174.2,2919.37,3048.95,0,8205.88,8205.88,0,0,2019
"San Diego",2019-02-10,"Organic",1.61,19544.47,4030.13,9167.26,0,6347.08,6337.64,9.44,0,2019
"San Francisco",2019-02-10,"Organic",1.75,50083.18,12004.47,8255.49,0,29823.22,29823.22,0,0,2019
"California",2019-02-17,"Conventional",1.02,6115869,1797034.18,2096493.92,108863.64,2113477.26,1987891.54,69977.88,55607.84,2019
"Los Angeles",2019-02-17,"Conventional",0.97,2870609.01,1011631.36,362810.12,66971.04,1429196.49,1334283.01,50779.41,44134.07,2019
"Sacramento",2019-02-17,"Conventional",1.09,504891.46,117911.96,297183.41,2424.3,87371.79,85097.84,868.77,1405.18,2019
"San Diego",2019-02-17,"Conventional",1.03,496156.08,119723.25,145577.06,14162.61,216693.16,204890.2,11802.96,0,2019
"San Francisco",2019-02-17,"Conventional",1.14,865141.89,156708.22,589946.14,8991.66,109495.87,105562.48,1653.48,2279.91,2019
"California",2019-02-17,"Organic",1.67,223495.01,46100.76,63117.7,0,114276.55,114098.72,177.83,0,2019
"Los Angeles",2019-02-17,"Organic",1.71,89865.15,23135.57,24084.5,0,42645.08,42528.99,116.09,0,2019
"Sacramento",2019-02-17,"Organic",1.53,15261.54,2704.15,3796.41,0,8760.98,8760.98,0,0,2019
"San Diego",2019-02-17,"Organic",1.79,18277.84,3855.66,9752.63,0,4669.55,4616.49,53.06,0,2019
"San Francisco",2019-02-17,"Organic",1.66,51190.56,9904.09,9540.88,0,31745.59,31745.59,0,0,2019
"California",2019-02-24,"Conventional",0.97,7467740.43,2126666.35,2858914.49,103279.62,2378879.97,2260990.14,57050.11,60839.72,2019
"Los Angeles",2019-02-24,"Conventional",0.85,3746804.53,1092788.32,952904.37,65627.44,1635484.4,1551189.55,40051.04,44243.81,2019
"Sacramento",2019-02-24,"Conventional",1.16,520748.49,134005.22,289787.26,2391.19,94564.82,89355.47,1166.44,4042.91,2019
"San Diego",2019-02-24,"Conventional",0.78,760662.85,127405.22,377644.29,12237.25,243376.09,232611.05,10725.04,40,2019
"San Francisco",2019-02-24,"Conventional",1.39,849495.7,252124.81,464832.81,7676.08,124862,120553.91,1442.75,2865.34,2019
"California",2019-02-24,"Organic",1.72,222465.21,40574.26,62238.51,0,119652.44,119631.28,21.16,0,2019
"Los Angeles",2019-02-24,"Organic",1.72,95183.18,15645.07,25772.73,0,53765.38,53747.84,17.54,0,2019
"Sacramento",2019-02-24,"Organic",1.62,13655.76,2757.27,3769.03,0,7129.46,7129.46,0,0,2019
"San Diego",2019-02-24,"Organic",1.73,17198.81,2831.57,8257.78,0,6109.46,6105.66,3.8,0,2019
"San Francisco",2019-02-24,"Organic",1.76,51804.85,13000.95,9348.44,0,29455.46,29455.46,0,0,2019
"California",2019-03-03,"Conventional",1.13,6586809.54,2005356.05,2046256.93,183585.87,2351610.69,2071956.99,115006.83,164646.87,2019
"Los Angeles",2019-03-03,"Conventional",1.01,3138508.58,1027102.97,382928.66,118403.7,1610073.25,1418523.01,73768.08,117782.16,2019
"Sacramento",2019-03-03,"Conventional",1.26,520616.65,141426.77,285897.45,4566.16,88726.27,78593.6,1432.99,8699.68,2019
"San Diego",2019-03-03,"Conventional",1.1,533008.52,114297.52,156513.65,19620.02,242577.33,210393.34,31233.99,950,2019
"San Francisco",2019-03-03,"Conventional",1.39,901476.44,217347.14,543226.25,11741.29,129161.76,116780.43,2807.02,9574.31,2019
"California",2019-03-03,"Organic",1.72,227862.14,42321.29,67184.13,0,118356.72,118323.17,33.55,0,2019
"Los Angeles",2019-03-03,"Organic",1.77,98078.89,16362.73,27241.37,0,54474.79,54471.25,3.54,0,2019
"Sacramento",2019-03-03,"Organic",1.52,14283.78,2558.64,3829.86,0,7895.28,7895.28,0,0,2019
"San Diego",2019-03-03,"Organic",1.71,20889.81,3172.71,10504.84,0,7212.26,7212.26,0,0,2019
"San Francisco",2019-03-03,"Organic",1.77,49279.69,13629.71,9778.18,0,25871.8,25871.8,0,0,2019
"California",2019-03-10,"Conventional",1.1,6869864.5,2203412.42,2003355.42,211667.56,2451429.1,2108178.08,127794.17,215456.85,2019
"Los Angeles",2019-03-10,"Conventional",1,3323658.31,1082180.7,434882.12,140115.79,1666479.7,1420243.5,84173.24,162062.96,2019
"Sacramento",2019-03-10,"Conventional",1.26,517387.4,149953.87,265597.52,4189.72,97646.29,86499.25,1489.52,9657.52,2019
"San Diego",2019-03-10,"Conventional",1.09,574362.07,122438.84,173238.98,20969.32,257714.93,224126.56,33111.7,476.67,2019
"San Francisco",2019-03-10,"Conventional",1.35,908137.86,263056.77,501913.25,11981.67,131186.17,119561.82,2212.78,9411.57,2019
"California",2019-03-10,"Organic",1.71,226918.34,33314.23,79188.55,4.74,114410.82,114381.15,29.67,0,2019
"Los Angeles",2019-03-10,"Organic",1.76,89059.79,11061.15,27376.12,0,50622.52,50592.96,29.56,0,2019
"Sacramento",2019-03-10,"Organic",1.54,15195.65,2335.37,5261.23,4.09,7594.96,7594.96,0,0,2019
"San Diego",2019-03-10,"Organic",1.73,17570.77,1370.28,9154.41,0,7046.08,7046.08,0,0,2019
"San Francisco",2019-03-10,"Organic",1.76,53456.31,12158.25,16606.51,0,24691.55,24691.55,0,0,2019
"California",2019-03-17,"Conventional",1,7879446.11,2404376.61,1799869.7,176261.48,3498938.32,3129313.94,149619.92,220004.46,2019
"Los Angeles",2019-03-17,"Conventional",0.91,3898882.09,1091517.79,367614.85,116155.5,2323593.95,2064371.9,100598.56,158623.49,2019
"Sacramento",2019-03-17,"Conventional",1.22,508770.47,168450.11,234124.9,3859.32,102336.14,87236.51,2649.84,12449.79,2019
"San Diego",2019-03-17,"Conventional",0.89,771786.42,123614.3,152808.52,17043.08,478320.52,442591.12,35722.73,6.67,2019
"San Francisco",2019-03-17,"Conventional",1.28,991806.78,351444.88,489391.98,9685.73,141284.19,124311.43,3657.87,13314.89,2019
"California",2019-03-17,"Organic",1.54,249914.16,35487.91,66174.57,0,148251.68,148181.62,70.06,0,2019
"Los Angeles",2019-03-17,"Organic",1.43,115014.29,12810.11,27075.85,0,75128.33,75060.42,67.91,0,2019
"Sacramento",2019-03-17,"Organic",1.56,13728.49,2467.6,3646.21,0,7614.68,7614.68,0,0,2019
"San Diego",2019-03-17,"Organic",1.49,23259.93,923.19,9460.64,0,12876.1,12876.1,0,0,2019
"San Francisco",2019-03-17,"Organic",1.79,48587.04,13140.21,9673.85,0,25772.98,25772.98,0,0,2019
"California",2019-03-24,"Conventional",1.04,7072622.18,1988492.65,2369351.95,184939.74,2529837.84,2168703.31,147405.4,213729.13,2019
"Los Angeles",2019-03-24,"Conventional",1,3292570.45,995617.28,437175.5,122671.46,1737106.21,1486032.38,96585.56,154488.27,2019
"Sacramento",2019-03-24,"Conventional",1.1,544019.02,147638.65,295368.79,3095.78,97915.8,82289.07,2768.96,12857.77,2019
"San Diego",2019-03-24,"Conventional",1.08,580227.15,120817.06,173702.87,19630.83,266076.39,230812.26,35252.22,11.91,2019
"San Francisco",2019-03-24,"Conventional",1.1,1054477.89,217086.31,695348.58,9894.33,132148.67,114608.4,5196.48,12343.79,2019
"California",2019-03-24,"Organic",1.58,233533.78,52048.88,68994.64,0,112490.26,112088.21,402.05,0,2019
"Los Angeles",2019-03-24,"Organic",1.47,105379.74,18174.24,24543.1,0,62662.4,62289.27,373.13,0,2019
"Sacramento",2019-03-24,"Organic",1.44,18637.78,7020.04,7153.47,0,4464.27,4464.27,0,0,2019
"San Diego",2019-03-24,"Organic",1.59,19710.63,2988.62,9160.91,0,7561.1,7534.86,26.24,0,2019
"San Francisco",2019-03-24,"Organic",1.88,40760.28,13013.87,9938.97,0,17807.44,17807.44,0,0,2019
"California",2019-03-31,"Conventional ",1.14,6645541.85,1778112.89,2376060.18,160846.77,2330522.01,2092163.31,118575.56,119783.14,2019
"Los Angeles",2019-03-31,"Conventional ",1.06,3153338.4,1005279.36,493839.4,103927.81,1550291.83,1386820.87,73456.16,90014.8,2019
"Sacramento",2019-03-31,"Conventional ",1.16,551115.82,119021.85,331903.73,3206.27,96983.97,84282.89,6426.67,6274.41,2019
"San Diego",2019-03-31,"Conventional ",1.11,577460.64,113638.39,209784.03,17674.67,236363.55,214768.22,21567.21,28.12,2019
"San Francisco",2019-03-31,"Conventional ",1.38,862363.11,147950.26,556742.9,9344,148325.95,138903.48,4712.16,4710.31,2019
"California",2019-03-31,"Organic",1.7,223375.88,39747.29,64407.26,0,119221.33,118338.28,883.05,0,2019
"Los Angeles",2019-03-31,"Organic",1.63,112189.74,15302.23,29373.73,0,67513.78,66694.91,818.87,0,2019
"Sacramento",2019-03-31,"Organic",1.54,13793.51,2843.16,3288.08,0,7662.27,7662.27,0,0,2019
"San Diego",2019-03-31,"Organic",1.77,19300.16,4062.11,9592.14,0,5645.91,5592.49,53.42,0,2019
"San Francisco",2019-03-31,"Organic",1.93,36024.28,11862.63,7932.48,0,16229.17,16229.17,0,0,2019
"California",2019-04-07,"Conventional ",0.95,8202017.44,2182986.82,2559588.01,209176.68,3250265.93,2861199.73,189236.17,199830.03,2019
"Los Angeles",2019-04-07,"Conventional ",0.95,3801303.66,1051486.68,401907.7,140619.87,2207289.41,1932636.69,107538.18,167114.54,2019
"Sacramento",2019-04-07,"Conventional ",0.92,637918.37,134023.38,389666.57,4599.95,109628.47,94431.64,10889.58,4307.25,2019
"San Diego",2019-04-07,"Conventional ",1.01,653109.2,134615.1,163901.1,22347.15,332245.85,285613.59,45048.93,1583.33,2019
"San Francisco",2019-04-07,"Conventional ",0.97,1236733.27,280848.03,747139.23,11754.34,196991.67,185603.29,7283.51,4104.87,2019
"California",2019-04-07,"Organic",1.61,219814.65,44776.41,65502.69,0,109535.55,109077.93,457.62,0,2019
"Los Angeles",2019-04-07,"Organic",1.49,109694.32,20692.04,27095.58,0,61906.7,61500.21,406.49,0,2019
"Sacramento",2019-04-07,"Organic",1.61,12962.94,2429.2,3758.47,0,6775.27,6775.27,0,0,2019
"San Diego",2019-04-07,"Organic",1.64,20870.73,4828.96,9959.53,0,6082.24,6040.35,41.89,0,2019
"San Francisco",2019-04-07,"Organic",1.92,32598.88,11073.35,8183.74,0,13341.79,13341.79,0,0,2019
"California",2019-04-14,"Conventional ",0.97,8281623.82,2405026.91,2743472.85,246274.51,2886849.55,2380779.04,196779.67,309290.84,2019
"Los Angeles",2019-04-14,"Conventional ",0.87,4127622.82,986522.29,1038990.77,173374.65,1928735.11,1557126.15,115269.2,256339.76,2019
"Sacramento",2019-04-14,"Conventional ",1.34,487552.85,176826.53,196924.74,3143.72,110657.86,98924.19,7886.48,3847.19,2019
"San Diego",2019-04-14,"Conventional ",0.77,870142.84,125437.57,418622.84,26761.46,299320.97,245147.61,54144.32,29.04,2019
"San Francisco",2019-04-14,"Conventional ",1.26,1015212.62,402323.04,422591.1,9978.73,180319.75,167258.07,5825.34,7236.34,2019
"California",2019-04-14,"Organic",1.34,238688.38,50916.75,63890.79,0,123880.84,123788.01,92.83,0,2019
"Los Angeles",2019-04-14,"Organic",1.15,136504.3,27987.63,27918.4,0,80598.27,80541.72,56.55,0,2019
"Sacramento",2019-04-14,"Organic",1.7,11689.66,2951.69,3502.03,0,5235.94,5235.94,0,0,2019
"San Diego",2019-04-14,"Organic",1.31,22395.16,6565.29,10207.54,0,5622.33,5610.91,11.42,0,2019
"San Francisco",2019-04-14,"Organic",1.87,27924.68,8196.29,7722.2,0,12006.19,11999.59,6.6,0,2019
"California",2019-04-21,"Conventional ",1.42,6079899.2,1854463.06,1840241.92,195995.03,2189199.19,1812703.17,152802.11,223693.91,2019
"Los Angeles",2019-04-21,"Conventional ",1.29,2890600.33,900377.58,430964.42,131527.33,1427731,1166587.45,91495.15,169648.4,2019
"Sacramento",2019-04-21,"Conventional ",1.68,430276.46,131908.89,210464.28,3234.08,84669.21,70919.29,7962.44,5787.48,2019
"San Diego",2019-04-21,"Conventional ",1.3,525242.77,103402.14,181052.84,22045.15,218742.64,184101.03,34623.11,18.5,2019
"San Francisco",2019-04-21,"Conventional ",1.71,870509.12,225219.29,479523.79,10151.23,155614.81,140066.9,6295.23,9252.68,2019
"California",2019-04-21,"Organic",1.64,256548.81,45557.4,89658.13,0,121333.28,121025.84,307.44,0,2019
"Los Angeles",2019-04-21,"Organic",1.46,124674.68,13483.46,33736.74,0,77454.48,77162.01,292.47,0,2019
"Sacramento",2019-04-21,"Organic",1.65,18052.08,6267.83,6634.7,0,5149.55,5149.55,0,0,2019
"San Diego",2019-04-21,"Organic",1.65,24436.91,2334,12338.81,0,9764.1,9754.62,9.48,0,2019
"San Francisco",2019-04-21,"Organic",2.11,39335.99,13548.52,13207.91,0,12579.56,12579.56,0,0,2019
"California",2019-04-28,"Conventional ",1.57,5379235.58,1764492.06,1649463.94,159458.67,1805820.91,1570663.53,96843.75,138313.63,2019
"Los Angeles",2019-04-28,"Conventional ",1.46,2463023.24,869852.85,365378.84,102453.23,1125338.32,970863.43,45964.17,108510.72,2019
"Sacramento",2019-04-28,"Conventional ",1.78,415450.3,122478.07,210230.76,3049.88,79691.59,65684.34,11536.91,2470.34,2019
"San Diego",2019-04-28,"Conventional ",1.54,455748.49,105197.72,149474.54,20522.14,180554.09,163756.17,14393.69,2404.23,2019
"San Francisco",2019-04-28,"Conventional ",1.81,816181.17,208764.6,440306.71,9315.4,157794.46,143617.24,9509.04,4668.18,2019
"California",2019-04-28,"Organic",1.99,226428.79,48916.55,69142.04,0,108370.2,107635.05,735.15,0,2019
"Los Angeles",2019-04-28,"Organic",1.86,116663.91,20002.06,25719.3,0,70942.55,70301.77,640.78,0,2019
"Sacramento",2019-04-28,"Organic",1.98,14419,4607.17,4970.72,0,4841.11,4841.11,0,0,2019
"San Diego",2019-04-28,"Organic",2.19,17804.51,4659.86,9498.9,0,3645.75,3626.89,18.86,0,2019
"San Francisco",2019-04-28,"Organic",2.23,36384.59,11702.48,11317.94,0,13364.17,13364.17,0,0,2019
"California",2019-05-05,"Conventional ",1.3,7658530.93,2588990.12,2594850.1,191206.31,2283484.4,1957970.66,169404.38,156109.36,2019
"Los Angeles",2019-05-05,"Conventional ",1.27,3457682.69,1354074.3,443610.11,121758.11,1538240.17,1326371.59,88036.4,123832.18,2019
"Sacramento",2019-05-05,"Conventional ",1.32,651413.93,179538.3,388869.47,4111.65,78894.51,62537.35,12646.71,3710.45,2019
"San Diego",2019-05-05,"Conventional ",1.4,581644.51,148303.44,175844.86,22522.65,234973.56,203485,31452.8,35.76,2019
"San Francisco",2019-05-05,"Conventional ",1.35,1201736.49,293354.86,752996.71,13317.42,142067.5,120922.39,14874.5,6270.61,2019
"California",2019-05-05,"Organic",2.12,201524.66,48173.35,69148.03,0,84203.28,84008.23,195.05,0,2019
"Los Angeles",2019-05-05,"Organic",2.02,93133.91,19013.41,30322.6,0,43797.9,43654.08,143.82,0,2019
"Sacramento",2019-05-05,"Organic",2.1,10854.43,2899.86,3317.25,0,4637.32,4637.32,0,0,2019
"San Diego",2019-05-05,"Organic",2.19,20015.06,4724.95,11350.02,0,3940.09,3923.15,16.94,0,2019
"San Francisco",2019-05-05,"Organic",2.26,41085.04,15191.02,8748.93,0,17145.09,17145.09,0,0,2019
"California",2019-05-12,"Conventional ",1.41,6067446.8,1996436.9,1625656.59,170879.24,2274474.07,1921987.23,194849.87,157636.97,2019
"Los Angeles",2019-05-12,"Conventional ",1.26,2999676.49,1033730.84,374695.19,111910.67,1479339.79,1253659.59,102614.75,123065.45,2019
"Sacramento",2019-05-12,"Conventional ",1.54,465485.82,156973.58,219304.5,3220.99,85986.75,71369.3,10877.36,3740.09,2019
"San Diego",2019-05-12,"Conventional ",1.39,506037.98,112940.37,147877.98,19597.32,225622.31,189810.89,35771.99,39.43,2019
"San Francisco",2019-05-12,"Conventional ",1.77,784331.74,213284.39,395986.26,9975.7,165085.39,137300.31,21430.08,6355,2019
"California",2019-05-12,"Organic",2.1,186880.55,39649.67,64456.57,0,82774.31,82278.4,495.91,0,2019
"Los Angeles",2019-05-12,"Organic",2.03,83851.2,13591.62,27314.91,0,42944.67,42500.1,444.57,0,2019
"Sacramento",2019-05-12,"Organic",1.96,12431.44,2988.01,3534.51,0,5908.92,5908.92,0,0,2019
"San Diego",2019-05-12,"Organic",2.17,16473.05,3231.88,9418.98,0,3822.19,3780.89,41.3,0,2019
"San Francisco",2019-05-12,"Organic",2.26,36932.61,13115.81,9100.64,0,14716.16,14716.16,0,0,2019
"California",2019-05-19,"Conventional ",1.48,5533285.92,1712245.94,1694235.25,136738.93,1990065.8,1676275.99,229989.23,83800.58,2019
"Los Angeles",2019-05-19,"Conventional ",1.42,2466281.35,793284.02,334759.88,85962.96,1252274.49,1072577.89,114188.39,65508.21,2019
"Sacramento",2019-05-19,"Conventional ",1.46,487967.23,139806.01,263291.34,2823.5,82046.38,68043.85,12170.76,1831.77,2019
"San Diego",2019-05-19,"Conventional ",1.51,448063.21,92488.67,137614.14,17645.67,200314.73,176673.39,23205.81,435.53,2019
"San Francisco",2019-05-19,"Conventional ",1.67,846157.13,234674.64,438737.8,9174.12,163570.57,119440.89,39246.54,4883.14,2019
"California",2019-05-19,"Organic",2.01,200564.3,32780.43,60553.31,0,107230.56,104007.88,3222.68,0,2019
"Los Angeles",2019-05-19,"Organic",1.92,97314.97,11895.4,26169.06,0,59250.51,57114.23,2136.28,0,2019
"Sacramento",2019-05-19,"Organic",1.93,10354.49,2260.96,2979.8,0,5113.73,5113.73,0,0,2019
"San Diego",2019-05-19,"Organic",2.02,21891,2415.05,9855.02,0,9620.93,9045.22,575.71,0,2019
"San Francisco",2019-05-19,"Organic",2.18,35983.28,10965.94,7840.09,0,17177.25,17177.25,0,0,2019
"California",2019-05-26,"Conventional ",1.53,5637384.66,1634847.37,1703213.71,151320.92,2148002.66,1728279.85,277729.71,141993.1,2019
"Los Angeles",2019-05-26,"Conventional ",1.43,2651095.25,838904.2,349068.13,98311,1364811.92,1107447.04,141947.67,115417.21,2019
"Sacramento",2019-05-26,"Conventional ",1.61,457028.47,129704.24,238239.36,2117.11,86967.76,70340.88,14009.86,2617.02,2019
"San Diego",2019-05-26,"Conventional ",1.52,481447.38,95784.71,145294.91,19858.56,220509.2,182029.85,37938.8,540.55,2019
"San Francisco",2019-05-26,"Conventional ",1.79,805282.9,182700.94,446707.09,8444.91,167429.96,124281.99,36481.96,6666.01,2019
"California",2019-05-26,"Organic",2.03,230991.16,42752.54,72152.11,0,116086.51,115475.92,610.59,0,2019
"Los Angeles",2019-05-26,"Organic",1.94,109868.58,16979.31,33581.78,0,59307.49,58943.1,364.39,0,2019
"Sacramento",2019-05-26,"Organic",1.97,11884.01,2507.53,3445.11,0,5931.37,5931.37,0,0,2019
"San Diego",2019-05-26,"Organic",2.04,25481.42,3752.3,12305.42,0,9423.7,9262.21,161.49,0,2019
"San Francisco",2019-05-26,"Organic",2.18,42968.4,13238.26,7995.19,0,21734.95,21734.95,0,0,2019
"California",2019-06-02,"Conventional ",1.46,6238018.83,1607429.09,1655386.85,242003.58,2733199.31,1792696.36,460803.66,479699.29,2019
"Los Angeles",2019-06-02,"Conventional ",1.29,3130543.18,819844.77,332516.92,174215.57,1803965.92,1142700.6,253257.41,408007.91,2019
"Sacramento",2019-06-02,"Conventional ",1.64,472605.62,125637.51,250404.68,3387.86,93175.57,72927.47,15646.83,4601.27,2019
"San Diego",2019-06-02,"Conventional ",1.37,540896.57,104207.92,127656.5,26513.63,282518.52,191827.09,90082.83,608.6,2019
"San Francisco",2019-06-02,"Conventional ",1.88,807838.63,174943.77,426037.4,10135.67,196721.79,137172.86,50313.62,9235.31,2019
"California",2019-06-02,"Organic",2.15,177043.33,36192.97,69983.64,0,70866.72,70755.11,111.61,0,2019
"Los Angeles",2019-06-02,"Organic",2.04,83888.12,12823.82,32133.54,0,38930.76,38844.87,85.89,0,2019
"Sacramento",2019-06-02,"Organic",2.07,10041.23,2808.17,3186.68,0,4046.38,4046.38,0,0,2019
"San Diego",2019-06-02,"Organic",2.21,18712.57,2782.15,12055.01,0,3875.41,3858.74,16.67,0,2019
"San Francisco",2019-06-02,"Organic",2.36,31462.42,11657.88,8396.35,0,11408.19,11408.19,0,0,2019
"California",2019-06-09,"Conventional ",1.32,7151845.32,1876142.49,2203975.96,254807.07,2816919.8,1849971.3,602895.71,364052.79,2019
"Los Angeles",2019-06-09,"Conventional ",1.16,3489877.72,838244.41,652923.78,185462.2,1813247.33,1192528.77,310607.96,310110.6,2019
"Sacramento",2019-06-09,"Conventional ",1.68,497663.99,164759.84,227646.35,2900.45,102357.35,80708.9,19372.38,2276.07,2019
"San Diego",2019-06-09,"Conventional ",1.09,657385.32,92253.92,247808.68,27370.91,289951.81,164348.93,120028.06,5574.82,2019
"San Francisco",2019-06-09,"Conventional ",1.75,924689.71,256313.93,451537.17,9540.36,207298.25,139428.82,62687.11,5182.32,2019
"California",2019-06-09,"Organic",1.99,195215.28,28380.53,56770.99,0,110063.76,106700.08,3363.68,0,2019
"Los Angeles",2019-06-09,"Organic",1.88,94641.76,7433.3,23539.18,0,63669.28,61565.6,2103.68,0,2019
"Sacramento",2019-06-09,"Organic",2.01,12779.43,3731.46,3941.89,0,5106.08,5106.08,0,0,2019
"San Diego",2019-06-09,"Organic",1.94,19342.13,994.59,8835.86,0,9511.68,8871.23,640.45,0,2019
"San Francisco",2019-06-09,"Organic",2.21,32127.94,9428.17,7687.75,0,15012.02,15012.02,0,0,2019
"California",2019-06-16,"Conventional ",1.52,6257980.3,1732732.87,1685007.38,247981.4,2592258.65,1929304.65,401031.41,261922.59,2019
"Los Angeles",2019-06-16,"Conventional ",1.37,3052501.47,910737.58,335107.26,164994.2,1641662.43,1235700.15,195749.86,210212.42,2019
"Sacramento",2019-06-16,"Conventional ",1.78,470376.74,122341.32,237645.31,4488.84,105901.27,81355.68,20062.45,4483.14,2019
"San Diego",2019-06-16,"Conventional ",1.47,511610.15,99264.54,127519.94,26132.89,258692.78,183350.5,71131.27,4211.01,2019
"San Francisco",2019-06-16,"Conventional ",1.82,855009.88,185875.58,442823.59,13462.24,212848.47,148692.09,53199.79,10956.59,2019
"California",2019-06-16,"Organic",1.96,217850.86,38427.84,61149.82,0,118273.2,117666.44,606.76,0,2019
"Los Angeles",2019-06-16,"Organic",1.83,115949.57,14294.17,26079.94,0,75575.46,75213.78,361.68,0,2019
"Sacramento",2019-06-16,"Organic",1.98,12040.52,3927.93,3582.34,0,4530.25,4530.25,0,0,2019
